lsoa11cd,lsoa11nm,lsoa11_onsnm,lanm,imdrank,imddecile
W01001826,Penylan 6,Cardiff 024B,Cardiff,1709,9
W01001827,Penylan 7,Cardiff 024C,Cardiff,1853,10
W01001828,Penylan 8,Cardiff 024D,Cardiff,1793,10
W01001829,Plasnewydd 1,Cardiff 033A,Cardiff,924,5
W01001830,Plasnewydd 2,Cardiff 033B,Cardiff,509,3
W01001831,Plasnewydd 3,Cardiff 030A,Cardiff,1290,7
W01001832,Plasnewydd 4,Cardiff 033C,Cardiff,689,4
W01001833,Plasnewydd 5,Cardiff 033D,Cardiff,710,4
W01001834,Plasnewydd 6,Cardiff 033E,Cardiff,626,4
W01001835,Plasnewydd 7,Cardiff 033F,Cardiff,174,1
W01001836,Plasnewydd 8,Cardiff 030B,Cardiff,1406,8
W01001837,Plasnewydd 9,Cardiff 030C,Cardiff,903,5
W01001838,Plasnewydd 10,Cardiff 030D,Cardiff,1327,7
W01001839,Plasnewydd 11,Cardiff 030E,Cardiff,1142,6
W01001840,Pontprennau/Old St. Mellons 1,Cardiff 007D,Cardiff,1111,6
W01001841,Pontprennau/Old St. Mellons 2,Cardiff 003A,Cardiff,1742,10
W01001842,Pontprennau/Old St. Mellons 3,Cardiff 003B,Cardiff,1809,10
W01001843,Pontprennau/Old St. Mellons 4,Cardiff 003C,Cardiff,1802,10
W01001844,Pontprennau/Old St. Mellons 5,Cardiff 003D,Cardiff,1540,9
W01001846,Radyr & Morganstown 1,Cardiff 006C,Cardiff,1747,10
W01001847,Radyr & Morganstown 2,Cardiff 006D,Cardiff,1890,10
W01001848,Rhiwbina 1,Cardiff 012B,Cardiff,1826,10
W01001849,Rhiwbina 2,Cardiff 004A,Cardiff,1845,10
W01001850,Rhiwbina 3,Cardiff 012C,Cardiff,1889,10
W01001851,Rhiwbina 4,Cardiff 012D,Cardiff,1749,10
W01001852,Rhiwbina 5,Cardiff 004B,Cardiff,1897,10
W01001853,Rhiwbina 6,Cardiff 004C,Cardiff,1894,10
W01001854,Rhiwbina 7,Cardiff 004D,Cardiff,1880,10
W01001855,Riverside 1,Cardiff 042A,Cardiff,283,2
W01001856,Riverside 2,Cardiff 042B,Cardiff,135,1
W01001857,Riverside 3,Cardiff 042C,Cardiff,85,1
W01001858,Riverside 4,Cardiff 034A,Cardiff,1353,8
W01001859,Riverside 5,Cardiff 034B,Cardiff,1383,8
W01001860,Riverside 6,Cardiff 034C,Cardiff,1515,8
W01001861,Riverside 7,Cardiff 034D,Cardiff,1041,6
W01001862,Riverside 8,Cardiff 042D,Cardiff,379,2
W01001863,Rumney 1,Cardiff 022A,Cardiff,871,5
W01001864,Rumney 2,Cardiff 022B,Cardiff,1459,8
W01001865,Rumney 3,Cardiff 022C,Cardiff,1144,6
W01001866,Rumney 4,Cardiff 016A,Cardiff,162,1
W01001867,Rumney 5,Cardiff 016B,Cardiff,59,1
W01001868,Rumney 6,Cardiff 022D,Cardiff,339,2
W01001869,Splott 1,Cardiff 038A,Cardiff,418,3
W01001870,Splott 2,Cardiff 037A,Cardiff,447,3
W01001871,Splott 3,Cardiff 037B,Cardiff,26,1
W01001872,Splott 4,Cardiff 038B,Cardiff,244,2
W01001873,Splott 5,Cardiff 038C,Cardiff,91,1
W01001874,Splott 6,Cardiff 038D,Cardiff,4,1
W01001875,Splott 7,Cardiff 037C,Cardiff,383,3
W01001876,Splott 8,Cardiff 037D,Cardiff,56,1
W01001877,Trowbridge 1,Cardiff 011A,Cardiff,1244,7
W01001878,Trowbridge 2,Cardiff 011B,Cardiff,805,5
W01001879,Trowbridge 3,Cardiff 013A,Cardiff,143,1
W01001880,Trowbridge 4,Cardiff 013B,Cardiff,38,1
W01001881,Trowbridge 5,Cardiff 013C,Cardiff,152,1
W01001882,Trowbridge 6,Cardiff 011C,Cardiff,1334,7
W01001883,Trowbridge 7,Cardiff 016C,Cardiff,86,1
W01001884,Trowbridge 8,Cardiff 013D,Cardiff,13,1
W01001885,Trowbridge 9,Cardiff 011D,Cardiff,313,2
W01001886,Trowbridge 10,Cardiff 016D,Cardiff,51,1
W01001887,Whitchurch and Tongwynlais 1,Cardiff 020A,Cardiff,1895,10
W01001888,Whitchurch and Tongwynlais 2,Cardiff 010A,Cardiff,1487,8
W01001889,Whitchurch and Tongwynlais 3,Cardiff 020B,Cardiff,1295,7
W01001890,Whitchurch and Tongwynlais 4,Cardiff 021D,Cardiff,1698,9
W01001891,Whitchurch and Tongwynlais 5,Cardiff 020C,Cardiff,1270,7
W01001892,Whitchurch and Tongwynlais 6,Cardiff 020D,Cardiff,1788,10
W01001893,Whitchurch and Tongwynlais 7,Cardiff 010B,Cardiff,1267,7
W01001894,Whitchurch and Tongwynlais 8,Cardiff 010C,Cardiff,1800,10
W01001895,Whitchurch and Tongwynlais 9,Cardiff 010D,Cardiff,370,2
W01001896,Whitchurch and Tongwynlais 10,Cardiff 020E,Cardiff,1849,10
W01001897,Talybont-on-Usk,Powys 020D,Powys,1441,8
W01001898,Vaynor 1,Merthyr Tydfil 008F,Merthyr Tydfil,566,3
W01001899,Cwm-twrch,Powys 021F,Powys,662,4
W01001900,Ystalyfera 1,Neath Port Talbot 020G,Neath Port Talbot,570,3
W01001901,St. John 1,Powys 017F,Powys,1654,9
W01001902,St. John 2,Powys 017G,Powys,493,3
W01001903,Crickhowell,Powys 018F,Powys,1708,9
W01001904,Llangattock and Glangrwyney,Powys 018G,Powys,1520,8
W01001905,Llangors Bwlch & Grwyney,Powys 018H,Powys,1367,8
W01001906,Llanrhaeadr-ym-Mochnant,Powys 001F,Powys,1108,6
W01001907,Llansilin,Powys 001G,Powys,1251,7
W01001908,Dewstow,Monmouthshire 010G,Monmouthshire,958,6
W01001909,Croesonen,Monmouthshire 002F,Monmouthshire,564,3
W01001910,Castleland 2G,The Vale of Glamorgan 012G,Vale of Glamorgan,346,2
W01001911,Castleland 2H,The Vale of Glamorgan 012H,Vale of Glamorgan,306,2
W01001912,Marshfield 4,Newport 020E,Newport,1135,6
W01001913,Marshfield 5,Newport 020F,Newport,1400,8
W01001914,Tonyrefail West 2,Rhondda Cynon Taf 023F,Rhondda Cynon Taf,1498,8
W01001915,Church Village 2,Rhondda Cynon Taf 027F,Rhondda Cynon Taf,1737,10
W01001916,Church Village 3,Rhondda Cynon Taf 027G,Rhondda Cynon Taf,1839,10
W01001917,Tonyrefail West 4,Rhondda Cynon Taf 023G,Rhondda Cynon Taf,668,4
W01001918,Bryntirion Laleston and Merthyr Mawr 1,Bridgend 017E,Bridgend,1899,10
W01001919,Bryntirion Laleston and Merthyr Mawr 4,Bridgend 017F,Bridgend,1864,10
W01001920,Bryntirion Laleston and Merthyr Mawr 5,Bridgend 017G,Bridgend,1744,10
W01001921,Bryntirion Laleston and Merthyr Mawr 6,Bridgend 017H,Bridgend,1533,9
W01001922,Cathays 9,Cardiff 032E,Cardiff,953,5
W01001923,Glanymor 3,Carmarthenshire 026G,Carmarthenshire,423,3
W01001924,Glanymor 4,Carmarthenshire 026H,Carmarthenshire,154,1
W01001925,Hengoed 2,Carmarthenshire 023F,Carmarthenshire,902,5
W01001926,Llansanffraid,Conwy 011F,Conwy,1542,9
W01001927,Abergele Pensarn 1,Conwy 010G,Conwy,723,4
W01001928,Abergele Pensarn 2,Conwy 010H,Conwy,57,1
W01001929,Smithfield 2,Wrexham 012F,Wrexham,483,3
W01001930,Ceiriog Valley 3,Wrexham 019F,Wrexham,1119,6
W01001931,Smithfield 3,Wrexham 012G,Wrexham,206,2
W01001932,Aberdaron / Botwnnog & Tudweiliog,Gwynedd 014E,Gwynedd,920,5
W01001933,Aberdovey / Bryn-crug / Llanfihangel,Gwynedd 017F,Gwynedd,1318,7
W01001934,Penglais,Ceredigion 002F,Ceredigion,1652,9
W01001935,Llanbadarn Fawr South,Ceredigion 003E,Ceredigion,1729,10
W01001936,Llanbadarn Fawr North,Ceredigion 003F,Ceredigion,1776,10
W01001937,Borth,Ceredigion 001F,Ceredigion,1174,7
W01001938,Castle 7 East,Swansea 025E,Swansea,909,5
W01001939,Cathays 10,Cardiff 032F,Cardiff,821,5
W01001940,Butetown 2,Cardiff 048A,Cardiff,1495,8
W01001941,Cathays 11,Cardiff 032G,Cardiff,800,5
W01001942,Butetown 3,Cardiff 049B,Cardiff,197,2
W01001943,Butetown 4,Cardiff 048B,Cardiff,1169,7
W01001944,Butetown 5,Cardiff 048C,Cardiff,1462,8
W01001945,Grangetown 10,Cardiff 048D,Cardiff,1509,8
W01001946,Grangetown 11,Cardiff 049C,Cardiff,299,2
W01001947,Grangetown 12,Cardiff 048E,Cardiff,1275,7
W01001948,Radyr & Morganstown 3,Cardiff 006E,Cardiff,1900,10
W01001949,Llanishen 11,Cardiff 005F,Cardiff,1642,9
W01001950,Butetown 6,Cardiff 049D,Cardiff,1432,8
W01001951,Butetown 7,Cardiff 049E,Cardiff,1022,6
W01001952,Butetown 8,Cardiff 049F,Cardiff,348,2
W01001953,Llanishen 12,Cardiff 005G,Cardiff,1212,7
W01001954,Radyr & Morganstown 4,Cardiff 006F,Cardiff,1893,10
W01001955,Castle 2 North,Swansea 025F,Swansea,27,1
W01001956,Killay 3,Swansea 023E,Swansea,1882,10
W01001957,Castle 7 West,Swansea 025G,Swansea,731,4
W01001958,Castle 2 South,Swansea 025H,Swansea,1173,7
